ID,Profit,Online,Age,Inc,Tenure,District,,CODES,,
27141,10,0,7,1,15.91,1300,,,,
29001,-73,1,2,4,7.5,1100,,,,
26796,206,0,1,9,2.58,1200,,,,
22775,-130,0,5,1,14.75,1100,,,,
10502,-28,0,5,7,2.16,1200,,,,
22686,181,0,7,7,33.08,1200,,,,
7517,-20,0,3,4,1.66,1200,,,,
5879,320,0,4,1,2.58,1200,,,,
10363,-37,0,6,4,14,1300,,,,
22881,112,0,7,4,26.08,1200,,,,
28842,-60,0,7,6,13.75,1200,,,,
3814,-2,0,4,6,11.83,1200,,,,
15288,43,0,2,6,8.83,1200,,,,
3056,1138,0,5,9,36.5,1200,,,,
16859,-55,0,4,7,11.66,1200,,,,
15689,278,0,3,5,21.83,1200,,,,
19914,17,0,5,9,3.16,1200,,,,
20884,-27,1,3,6,3.75,1200,,,,
13050,416,0,4,6,4.41,1200,,,,
21134,32,1,3,9,7.33,1200,,,,
27412,-95,0,7,6,5.33,1200,,,,
12881,8,0,7,7,7.41,1200,,,,
4857,368,0,5,5,21.33,1200,,,,
15691,-8,0,4,6,10.08,1100,,,,
28518,-37,0,1,3,4.58,1200,,,,
5538,383,0,6,3,30,1200,,,,
25926,338,0,7,1,22.75,1300,,,,
12474,-69,0,4,6,3.16,1200,,,,
10025,16,1,3,7,8.58,1300,,,,
29425,15,1,1,7,7.58,1200,,,,
10761,10,0,1,1,7.83,1200,,,,
13048,-33,0,5,5,3.75,1200,,,,
4581,131,0,2,6,13.5,1300,,,,
20898,-10,0,7,1,5.91,1200,,,,
22431,-5,0,5,7,10.16,1200,,,,
20897,-101,0,5,6,26.5,1200,,,,
574,379,0,2,8,4.41,1200,,,,
18896,4,0,4,2,12.66,1200,,,,
29566,1309,1,4,3,28.41,1200,,,,
6401,63,0,5,6,15.83,1200,,,,
30910,392,0,3,7,19.16,1200,,,,
13412,-85,1,2,9,13.5,1200,,,,
16685,15,0,1,1,1.91,1200,,,,
27641,-11,1,4,5,4.41,1200,,,,
17844,-2,1,2,1,3.5,1300,,,,
11809,476,0,2,6,3.5,1300,,,,
29674,-26,0,4,4,12.5,1200,,,,
11065,-38,0,2,6,6,1200,,,,
22868,-20,0,2,6,7.33,1200,,,,
29056,-29,0,7,8,5.58,1200,,,,
11099,1470,0,4,3,8.5,1200,,,,
14999,-80,0,3,3,1.58,1200,,,,
22836,-43,1,2,5,12.66,1200,,,,
6173,1,0,2,3,2.16,1200,,,,
3381,-89,1,3,2,15.25,1200,,,,
19228,-56,0,3,6,4.16,1200,,,,
22725,951,0,5,6,27.25,1200,,,,
11049,-47,0,1,6,2.33,1200,,,,
27703,123,0,7,7,20.41,1200,,,,
8560,-161,0,2,7,5.91,1200,,,,
24917,-9,0,3,3,4.58,1200,,,,
2827,98,0,4,6,5,1200,,,,
2184,-81,0,5,9,1.5,1200,,,,
23615,59,0,3,9,12.41,1200,,,,
19604,-10,0,4,3,5.33,1200,,,,
6309,140,0,2,3,13.58,1200,,,,
21564,109,0,5,7,16.91,1300,,,,
23299,525,0,6,4,21.83,1100,,,,
4304,506,0,4,2,16,1100,,,,
24201,-136,0,3,6,14.58,1100,,,,
26916,148,0,3,6,6.91,1200,,,,
5166,-88,0,5,4,9.58,1300,,,,
15565,181,0,3,6,12.25,1200,,,,
8445,1207,0,6,3,5.75,1100,,,,
3983,-220,0,4,4,4.5,1200,,,,
20637,-182,0,6,4,13.08,1100,,,,
11419,-20,0,4,4,23,1100,,,,
10596,116,0,7,6,3.66,1200,,,,
65,-67,0,3,1,3.75,1100,,,,
7433,95,0,4,9,6.41,1300,,,,
16907,-31,0,4,7,6.66,1200,,,,
27384,-32,0,3,6,10.08,1200,,,,
12240,-12,0,4,5,1.33,1100,,,,
29557,8,0,2,8,11.41,1200,,,,
17556,-1,0,3,6,7,1200,,,,
30984,16,0,4,3,5.66,1200,,,,
25466,395,0,2,6,1.91,1200,,,,
25317,260,0,3,8,9.41,1200,,,,
14825,44,0,5,5,11.41,1200,,,,
11133,-26,0,3,5,9.5,1200,,,,
19396,-29,0,3,6,7.16,1100,,,,
9880,-64,0,4,6,10.83,1200,,,,
373,-35,1,5,7,5.5,1200,,,,
24668,125,0,3,8,3.08,1200,,,,
16630,209,0,2,4,7.5,1200,,,,
5591,116,0,7,2,17.33,1200,,,,
19021,288,0,3,6,11.91,1200,,,,
5916,41,0,5,3,23,1200,,,,
8255,190,0,3,6,6.41,1200,,,,
24591,355,0,3,6,2.08,1100,,,,
18009,40,0,3,1,0.83,1200,,,,
12396,-100,1,7,6,8.58,1200,,,,
1594,131,1,2,3,10.58,1200,,,,
25012,46,0,7,9,33.66,1200,,,,
20047,-110,0,4,6,26.41,1200,,,,
27414,5,0,5,4,5.58,1100,,,,
30504,124,0,5,5,27.5,1200,,,,
15146,272,0,5,5,17.33,1200,,,,
23258,-36,0,3,6,8.08,1200,,,,
24706,189,0,3,3,2.75,1200,,,,
3499,159,0,6,5,14.75,1200,,,,
11767,39,0,6,3,0.66,1200,,,,
22264,282,0,3,6,8.25,1200,,,,
3245,200,0,3,5,4.58,1200,,,,
696,39,1,3,6,7,1200,,,,
5214,66,1,4,8,6.91,1200,,,,
25577,125,0,5,9,25.91,1200,,,,
25529,-11,0,6,6,21.41,1200,,,,
8904,231,0,4,6,1.58,1300,,,,
2603,-1,0,4,1,5.83,1200,,,,
2920,-58,1,3,3,2.08,1200,,,,
28558,-87,0,7,4,33.25,1100,,,,
12026,-45,0,4,8,5.75,1200,,,,
9899,-28,0,3,8,9.91,1200,,,,
15451,-102,0,2,1,7.66,1200,,,,
28511,-18,0,3,6,3.66,1200,,,,
8264,-16,0,4,3,10.91,1200,,,,
26429,15,0,5,4,8.25,1100,,,,
27478,-81,0,4,6,5.33,1200,,,,
14782,334,0,3,6,4.08,1200,,,,
7245,111,0,4,1,23.08,1300,,,,
31000,435,1,4,6,23.83,1200,,,,
750,55,1,4,3,0.58,1200,,,,
5325,-49,0,6,4,17.83,1200,,,,
5279,243,0,3,5,12.83,1300,,,,
29918,242,0,3,8,4.08,1200,,,,
21823,-118,0,5,4,6.33,1200,,,,
18321,1259,0,4,9,18.41,1200,,,,
17671,-37,0,7,7,15,1200,,,,
22272,33,0,2,7,1.75,1200,,,,
15730,67,0,6,5,24.91,1200,,,,
26693,-115,0,2,5,5.58,1200,,,,
1575,403,0,4,5,20.25,1200,,,,
25254,81,0,4,6,6.91,1200,,,,
11361,23,0,5,5,10.08,1200,,,,
601,-89,0,3,6,14.58,1200,,,,
824,105,0,6,5,17.08,1300,,,,
27672,1062,0,5,9,5.33,1200,,,,
15547,142,0,2,5,6.25,1300,,,,
31458,42,0,4,6,14.16,1200,,,,
24780,-69,1,1,6,4.5,1200,,,,
22190,-81,0,4,6,19.66,1200,,,,
24806,94,0,4,8,14.08,1200,,,,
24427,-3,1,2,6,5.83,1200,,,,
26076,-40,0,7,9,21.91,1200,,,,
607,-187,1,5,6,6.91,1100,,,,
7709,-145,0,4,4,1.25,1100,,,,
22103,-62,1,4,5,1,1200,,,,
17332,203,0,4,6,8.58,1200,,,,
2173,281,0,4,5,22.25,1300,,,,
16035,40,0,3,9,10.41,1200,,,,
28018,-31,0,4,9,6.5,1200,,,,
17481,68,0,6,9,13,1300,,,,
19055,515,0,4,6,8.25,1200,,,,
15928,-160,0,3,9,7.5,1200,,,,
10997,271,0,3,6,9.25,1200,,,,
13726,107,1,5,5,9.75,1200,,,,
20687,1224,0,3,6,1.33,1200,,,,
29712,-134,1,3,9,7.5,1200,,,,
19004,-73,0,4,4,16.5,1300,,,,
29300,422,1,2,1,3.33,1100,,,,
21450,-82,0,3,6,10.33,1200,,,,
31108,-5,0,4,3,3,1200,,,,
23472,407,1,4,9,11.66,1200,,,,
46,32,0,5,6,8.75,1200,,,,
11401,-210,0,4,6,10.75,1200,,,,
14651,3,0,2,6,11.08,1200,,,,
7349,-18,0,5,6,7.41,1200,,,,
26211,509,0,3,6,5.41,1200,,,,
30923,167,0,7,2,23.58,1200,,,,
24207,256,1,5,9,14.08,1200,,,,
10657,-35,0,5,6,23.33,1200,,,,
4678,-3,0,4,7,5.25,1200,,,,
2102,-104,1,4,7,4.08,1200,,,,
10364,275,0,7,6,26.41,1300,,,,
8213,-74,0,4,9,3.08,1200,,,,
7366,58,0,6,1,21.41,1100,,,,
16974,10,0,4,6,3.33,1200,,,,
17276,311,0,1,7,3.08,1200,,,,
17776,924,0,3,4,21.33,1200,,,,
1183,124,1,4,6,17.41,1200,,,,
18072,66,0,3,5,14.66,1200,,,,
25060,-44,0,7,2,26.5,1200,,,,
29022,863,0,4,8,11.41,1200,,,,
1534,-15,0,3,6,8,1200,,,,
25151,-25,0,4,6,17.41,1200,,,,
1099,-63,0,6,6,2.33,1200,,,,
4439,403,0,4,6,2,1200,,,,
848,-122,0,4,2,3.83,1200,,,,
30605,-59,0,5,3,10.5,1200,,,,
20744,-2,0,2,3,6,1200,,,,
29759,300,0,3,6,9,1200,,,,
15724,-58,0,2,3,4.66,1200,,,,
26654,459,1,5,7,7.83,1200,,,,
7160,45,0,3,9,13.33,1200,,,,
18261,1,0,3,5,10.08,1200,,,,
14602,288,0,4,7,5.41,1200,,,,
25194,829,0,7,3,31.58,1200,,,,
4499,75,0,6,5,6.66,1200,,,,
4403,102,1,7,6,25.91,1200,,,,
2548,111,0,5,8,9.08,1300,,,,
7082,114,1,3,9,7.91,1200,,,,
24948,-159,0,7,1,10.08,1300,,,,
31188,422,1,3,6,11.91,1200,,,,
25355,118,0,2,3,4.75,1200,,,,
13252,225,0,7,1,10.16,1300,,,,
24542,67,0,7,6,15.75,1200,,,,
14112,-22,0,5,4,11.5,1200,,,,
8458,355,0,4,9,5.5,1200,,,,
16674,-6,0,5,6,26.33,1300,,,,
15422,250,0,6,3,27.58,1200,,,,
27076,233,0,4,6,12.25,1200,,,,
11810,-9,0,1,1,1.41,1200,,,,
17692,-44,0,4,4,5.08,1200,,,,
29430,49,0,4,6,1,1200,,,,
9346,44,0,7,3,32,1200,,,,
1933,211,0,2,7,5.41,1200,,,,
9726,20,0,5,6,16.58,1100,,,,
1621,345,1,2,7,12.66,1200,,,,
6680,-17,0,2,3,4.33,1200,,,,
16602,-130,1,2,6,5.66,1200,,,,
26255,132,0,4,9,19.25,1100,,,,
3035,76,0,2,6,3.58,1200,,,,
31275,41,0,3,5,15.66,1200,,,,
8780,1050,0,6,3,16.75,1200,,,,
1640,-3,0,2,7,12.41,1200,,,,
15647,-55,0,4,5,19.41,1200,,,,
7305,-1,0,4,7,9.41,1300,,,,
8305,-36,0,4,6,18.58,1200,,,,
27532,239,0,7,9,6.41,1200,,,,
903,3,0,4,7,26.33,1200,,,,
22026,386,0,7,6,3.08,1200,,,,
22447,-30,0,3,2,2.83,1300,,,,
11227,91,0,7,4,1.66,1200,,,,
20724,-44,0,3,4,5.91,1100,,,,
12200,67,0,4,8,21.5,1200,,,,
2445,-28,0,4,8,1.66,1200,,,,
19205,-3,0,5,5,24.08,1200,,,,
20340,249,0,4,4,23.41,1100,,,,
1960,-31,1,4,9,10,1100,,,,
23077,-138,0,3,1,4.08,1200,,,,
22181,-77,0,4,7,14.33,1200,,,,
11005,-1,0,7,1,11,1100,,,,
25979,502,0,6,9,12.33,1200,,,,
9394,273,0,4,6,10.16,1300,,,,
16659,2,0,3,7,8.08,1200,,,,
1113,-12,1,2,5,7.5,1200,,,,
11751,-51,0,3,4,3.08,1300,,,,
9775,24,0,5,8,8.25,1200,,,,
9162,-101,0,3,8,5.08,1200,,,,
1759,-45,0,4,2,15.33,1200,,,,
14219,225,0,4,4,15.66,1200,,,,
19389,44,0,4,4,11.75,1200,,,,
1765,26,0,4,6,21.83,1100,,,,
27564,-10,0,7,1,2.5,1100,,,,
7908,-74,0,3,2,10.66,1200,,,,
16607,79,0,3,4,7.41,1300,,,,
29416,256,0,5,6,1.33,1300,,,,
26683,2,0,1,2,3.91,1300,,,,
11437,-54,0,4,5,21.33,1100,,,,
29274,25,0,3,7,6.75,1200,,,,
28549,-4,0,3,4,3.08,1100,,,,
3988,177,0,2,6,8.33,1300,,,,
13032,4,1,5,6,3.16,1200,,,,
23337,72,0,3,6,3.83,1200,,,,
1054,-54,0,4,5,6.83,1100,,,,
17971,0,0,3,6,7.5,1200,,,,
9913,1748,1,5,9,31,1200,,,,
12112,-39,0,2,3,2.25,1200,,,,
16848,112,1,3,3,7.16,1200,,,,
19127,471,0,6,4,27,1200,,,,
7684,-4,0,3,4,3.75,1200,,,,
12430,-107,0,2,3,3.91,1200,,,,
11850,-49,0,3,5,12.16,1100,,,,
1798,491,0,4,3,21.33,1300,,,,
5593,211,0,5,5,18.25,1200,,,,
3643,30,0,3,7,4.41,1200,,,,
2142,-31,0,5,1,20.08,1200,,,,
25647,-67,0,6,6,1.66,1200,,,,
14079,61,0,4,5,7.41,1300,,,,
22689,277,1,3,3,22.08,1200,,,,
4441,306,0,6,4,16.33,1200,,,,
30759,-107,0,2,2,3.5,1200,,,,
11674,245,0,6,9,22.08,1200,,,,
13157,-148,0,2,4,2.16,1200,,,,
10851,46,0,4,6,8.83,1200,,,,
24149,102,0,6,2,8.58,1300,,,,
27467,31,0,4,5,7.33,1100,,,,
8456,-17,1,3,5,7,1200,,,,
12580,-30,0,6,3,23.41,1200,,,,
21657,895,0,4,6,21.25,1200,,,,
19776,0,1,1,6,5.58,1300,,,,
23486,-2,0,4,8,13.58,1200,,,,
6817,303,0,5,7,31.83,1200,,,,
6789,10,0,7,8,5.66,1200,,,,
2124,312,0,7,2,5.66,1200,,,,
22295,-37,0,6,4,40.41,1100,,,,
4804,-22,0,5,3,1.33,1200,,,,
28419,119,0,4,6,10.58,1200,,,,
16083,50,0,3,6,1.41,1200,,,,
779,-24,1,2,5,6.83,1200,,,,
27393,-7,0,4,9,18.66,1200,,,,
4011,266,0,4,9,7.08,1200,,,,
5400,500,1,5,6,31.33,1200,,,,
25790,1513,0,5,6,19.75,1200,,,,
22342,296,0,2,7,7.75,1200,,,,
7020,-91,0,3,6,5.41,1200,,,,
9341,53,0,5,6,24.91,1200,,,,
24454,-63,0,2,7,5.66,1100,,,,
17612,511,0,6,5,37.41,1100,,,,
14262,-17,0,2,6,5.08,1200,,,,
6690,117,0,3,6,9.33,1300,,,,
13730,9,0,3,2,5.5,1200,,,,
23876,409,0,3,6,10.33,1100,,,,
16321,36,0,4,3,7.33,1200,,,,
10182,-9,0,4,4,3.91,1200,,,,
4531,-49,0,4,6,0.66,1200,,,,
3942,226,0,3,7,13.83,1200,,,,
5116,-2,0,4,9,3.16,1200,,,,
30746,189,0,7,1,4.91,1300,,,,
7262,86,1,2,1,5,1200,,,,
18497,-31,1,3,6,6.58,1200,,,,
2520,-16,1,3,9,16.16,1200,,,,
4232,-33,0,3,8,5.66,1200,,,,
2748,536,0,7,9,26.33,1200,,,,
9065,-83,0,4,5,10.16,1200,,,,
849,292,0,7,6,30.08,1200,,,,
22055,621,1,4,8,8,1200,,,,
30569,17,1,3,6,8.16,1300,,,,
19822,-38,1,5,6,1,1200,,,,
15234,352,0,2,5,6.5,1100,,,,
14409,281,1,3,9,3.66,1200,,,,
31079,-79,0,5,5,6,1200,,,,
29037,-113,0,2,6,6.66,1200,,,,
1672,-2,1,6,6,14.16,1200,,,,
9516,126,0,6,7,4.33,1100,,,,
20104,922,0,5,5,8.33,1200,,,,
24721,-15,0,6,7,11.5,1300,,,,
22440,-9,0,4,9,5.33,1200,,,,
24543,-67,1,3,5,10.25,1200,,,,
13881,-25,0,4,6,17.66,1200,,,,
3276,-2,0,1,1,2.41,1300,,,,
13833,-48,0,3,3,8.83,1200,,,,
6889,177,0,7,4,0.25,1200,,,,
16632,-15,0,7,5,9.83,1200,,,,
9082,-30,0,2,9,7.25,1200,,,,
9386,379,0,7,6,28.41,1200,,,,
1016,79,1,3,6,15.5,1200,,,,
3740,195,0,3,9,12.08,1200,,,,
25933,-80,0,7,7,11.08,1200,,,,
6155,-52,0,7,6,2.08,1100,,,,
837,-5,0,4,7,3.5,1200,,,,
28983,88,0,6,9,14.5,1200,,,,
8811,-60,0,7,2,0.33,1100,,,,
3415,-54,1,2,6,3.5,1200,,,,
22150,12,1,4,5,27.5,1200,,,,
19624,20,0,1,5,6.5,1200,,,,
18401,59,1,2,8,4.41,1200,,,,
9779,335,0,6,9,23.75,1200,,,,
18156,-44,0,3,3,13.83,1200,,,,
2055,115,1,3,9,4.33,1300,,,,
740,-59,1,1,5,9.08,1200,,,,
362,1003,1,5,5,21.91,1200,,,,
20281,-58,0,6,6,30.83,1200,,,,
22157,27,0,2,7,2.41,1200,,,,
17552,-35,0,1,3,3.75,1200,,,,
25207,192,0,4,6,12,1200,,,,
30211,254,0,4,5,9,1200,,,,
21079,617,0,7,6,25.25,1200,,,,
3607,-62,0,3,5,5.75,1100,,,,
29620,-182,1,3,3,10.58,1200,,,,
52,205,0,7,3,19.16,1200,,,,
10193,-3,0,3,6,8.5,1200,,,,
27914,-78,0,7,1,8.5,1300,,,,
602,-29,0,7,2,18,1200,,,,
16697,-36,0,2,1,8.5,1300,,,,
18272,386,0,6,3,4.58,1200,,,,
24748,186,1,2,3,3.33,1200,,,,
9161,-33,0,3,1,1.91,1200,,,,
4655,239,1,2,9,6.5,1200,,,,
29608,-65,0,7,6,16.83,1200,,,,
855,-23,0,4,6,10.91,1200,,,,
17496,-33,0,4,7,11.41,1200,,,,
26742,-29,0,3,1,3.83,1100,,,,
14959,-28,1,1,6,6.41,1200,,,,
315,24,0,5,7,35.08,1200,,,,
15775,87,0,3,2,5.75,1200,,,,
1756,89,0,3,6,14.25,1200,,,,
14157,-12,0,6,5,10.66,1200,,,,
5517,196,0,1,6,3.41,1200,,,,
20292,-136,0,3,9,13.66,1200,,,,
30604,133,0,3,5,13.16,1200,,,,
1337,434,0,7,3,22.08,1200,,,,
18411,97,0,4,1,4.91,1200,,,,
16860,-32,0,4,5,20.16,1200,,,,
19990,596,1,5,9,10.66,1200,,,,
1278,366,0,7,3,19.16,1200,,,,
22664,-19,0,2,9,7.25,1200,,,,
13517,154,0,6,8,3.83,1200,,,,
4162,-66,0,7,2,18.91,1200,,,,
14006,59,0,7,3,29.5,1200,,,,
24300,-75,0,3,7,7.83,1200,,,,
9851,575,0,5,9,36.5,1200,,,,
21461,122,0,4,7,0.41,1200,,,,
26870,772,0,5,9,18.5,1200,,,,
1895,-56,0,3,5,9.66,1200,,,,
25058,-70,0,4,5,27.08,1300,,,,
7740,435,0,4,6,6.58,1200,,,,
27761,-5,0,1,5,1.5,1200,,,,
12754,-73,0,4,7,5.58,1300,,,,
15737,47,0,6,7,28.41,1300,,,,
1692,504,0,2,7,8.25,1200,,,,
17181,159,1,3,7,4.5,1200,,,,
15509,104,0,5,9,19.91,1200,,,,
11710,-193,1,4,9,15.66,1200,,,,
5469,-13,0,3,5,13.58,1200,,,,
5357,1139,0,7,2,6.66,1200,,,,
22223,420,0,3,7,1.5,1200,,,,
5100,7,0,5,9,10.08,1200,,,,
1782,68,1,4,5,2.33,1100,,,,
3960,127,0,5,9,13.83,1200,,,,
13696,6,0,5,6,3.83,1200,,,,
19099,-50,0,4,4,6.75,1300,,,,
10285,101,1,3,6,15.75,1100,,,,
9377,66,1,2,6,18.91,1200,,,,
16376,-76,0,4,9,9.83,1300,,,,
15157,269,0,3,9,15.25,1200,,,,
9310,-26,1,2,6,3.75,1200,,,,
3702,20,0,4,8,17.08,1200,,,,
6219,-15,0,6,4,1.5,1200,,,,
25465,564,0,4,6,19.08,1200,,,,
20370,-31,0,6,3,0.58,1200,,,,
26738,18,0,5,9,11.08,1200,,,,
12124,477,1,5,5,10.16,1200,,,,
7210,-10,0,4,7,4.5,1300,,,,
13192,1141,0,6,7,10.83,1300,,,,
19714,185,0,6,5,22.08,1200,,,,
20713,-23,0,3,6,18.08,1200,,,,
190,14,0,2,9,5.08,1200,,,,
16927,-16,0,3,1,4.75,1200,,,,
28250,326,1,7,3,22.08,1300,,,,
30753,262,0,4,9,18.83,1200,,,,
28368,-115,0,2,2,22.58,1200,,,,
25847,-109,0,5,6,18.16,1200,,,,
28316,894,0,4,7,8.5,1200,,,,
13114,1412,1,3,9,3.33,1200,,,,
25458,-111,0,2,3,0.41,1200,,,,
27742,168,0,6,6,28.91,1200,,,,
22278,-20,0,7,3,22.08,1200,,,,
4569,166,0,2,9,9.08,1200,,,,
28332,-162,1,3,9,15.33,1200,,,,
1626,-109,0,3,6,1.83,1200,,,,
9894,-18,0,5,4,23.66,1200,,,,
14515,58,0,2,7,2.33,1200,,,,
25083,717,0,7,6,9.08,1200,,,,
1710,105,0,3,9,11.41,1200,,,,
27275,700,0,4,9,6.83,1200,,,,
8729,676,0,6,2,11.58,1100,,,,
30080,-49,0,2,9,4.66,1100,,,,
29682,173,0,3,7,3.08,1200,,,,
15827,64,1,2,4,3.75,1200,,,,
15365,715,0,5,5,10,1300,,,,
28193,263,0,4,9,7.75,1200,,,,
19249,34,0,3,5,15.66,1300,,,,
17219,427,0,7,3,26.33,1200,,,,
23919,29,0,7,9,18.83,1200,,,,
11865,-14,0,3,6,3.91,1200,,,,
12294,-37,0,3,7,5.41,1200,,,,
27653,520,0,3,1,14.58,1200,,,,
7638,483,0,2,9,4.41,1200,,,,
5901,325,1,2,4,6.83,1200,,,,
14302,-62,0,6,2,19.5,1200,,,,
4754,197,0,6,6,9.83,1200,,,,
12247,224,0,5,6,11.08,1100,,,,
11895,157,0,3,7,10.41,1200,,,,
15118,157,0,6,9,6.75,1200,,,,
30372,94,0,3,4,22.25,1200,,,,
19274,271,0,6,9,0.91,1200,,,,
12734,78,0,4,7,8.33,1300,,,,
14517,-55,0,4,6,1.33,1200,,,,
24236,25,1,2,2,0.66,1200,,,,
27994,493,0,7,7,11.58,1200,,,,
3603,112,0,6,8,2.5,1200,,,,
8991,-31,0,3,8,7.08,1200,,,,
24566,68,1,3,4,2,1200,,,,
8403,908,0,7,3,17.16,1200,,,,
10523,298,0,4,7,26.08,1300,,,,
18961,73,0,7,2,29.75,1200,,,,
5580,209,0,4,3,6.41,1200,,,,
6153,1,0,3,7,2.91,1200,,,,
10605,66,0,2,5,1.25,1100,,,,
7416,-12,0,4,5,1.25,1200,,,,
14129,280,0,4,9,11.66,1200,,,,
13241,114,0,3,5,14.33,1200,,,,
13378,-113,0,3,9,5.5,1200,,,,
21839,224,0,3,7,7.66,1200,,,,
18687,66,0,1,6,9.5,1200,,,,
20447,0,0,4,9,1.58,1300,,,,
10478,118,0,5,5,17.66,1300,,,,
1042,114,0,2,4,2.33,1200,,,,
28486,54,0,6,9,28.16,1200,,,,
26767,14,0,4,7,21,1200,,,,
12659,17,0,5,6,9.58,1200,,,,
20585,196,0,5,7,18.41,1200,,,,
30173,43,0,6,1,2.75,1200,,,,
2695,696,0,6,7,7.83,1200,,,,
18759,34,1,5,5,12,1200,,,,
31414,159,0,3,1,7.33,1300,,,,
14299,262,1,4,9,7.41,1200,,,,
15023,544,0,5,5,25.91,1100,,,,
28941,343,1,3,4,11.25,1300,,,,
20129,6,0,3,3,7.33,1200,,,,
5780,60,1,2,6,10.66,1100,,,,
25900,108,0,7,6,17.33,1200,,,,
6134,-24,0,4,4,26.5,1200,,,,
28101,98,0,4,1,1.58,1100,,,,
15962,764,0,4,8,19.08,1200,,,,
26519,-22,0,6,4,7.41,1200,,,,
9623,34,0,3,1,8.08,1200,,,,
15764,-12,0,4,6,11.33,1200,,,,
6619,1567,0,4,9,21,1200,,,,
9768,198,0,3,1,18.66,1200,,,,
17732,111,0,7,6,9,1200,,,,
18092,126,0,3,6,8.33,1200,,,,
10976,27,1,3,4,7.75,1200,,,,
6777,-30,0,3,5,5.58,1200,,,,
4918,72,0,7,2,2.58,1200,,,,
3127,3,0,1,5,2.33,1300,,,,
30305,544,0,4,7,7.58,1100,,,,
18864,206,1,4,8,26.16,1200,,,,
28730,6,0,3,9,8,1200,,,,
14476,507,0,7,1,11.41,1200,,,,
26268,53,0,3,8,8.91,1200,,,,
29063,53,0,5,4,3.66,1100,,,,
9955,8,0,5,4,18.41,1200,,,,
4894,-20,0,3,2,5.58,1300,,,,
8352,-80,0,4,6,9.75,1200,,,,
30729,220,1,3,9,5.5,1300,,,,
28707,-23,0,5,6,19.5,1300,,,,
1687,-35,1,2,1,6.25,1300,,,,
18058,-36,0,4,6,3.91,1200,,,,
15856,-35,0,2,7,9.5,1200,,,,
20690,-32,1,4,7,3.08,1200,,,,
12283,-137,0,5,7,21.58,1200,,,,
18752,34,0,4,6,18.5,1200,,,,
18229,710,0,6,9,18.41,1200,,,,
3809,-32,1,2,6,0.41,1200,,,,
6135,284,1,3,7,8.33,1200,,,,
15453,-81,0,3,6,7.41,1100,,,,
19006,113,0,3,7,13,1200,,,,
10553,510,0,5,6,38.08,1200,,,,
493,558,0,2,2,1.66,1200,,,,
9089,-110,0,3,3,5,1200,,,,
2051,70,0,4,6,22,1200,,,,
15219,-14,1,4,6,25.58,1300,,,,
8975,42,1,4,9,1.58,1200,,,,
18683,48,0,7,4,12.83,1100,,,,
29388,830,0,6,6,6.25,1200,,,,
29747,-120,1,3,8,6.5,1200,,,,
14685,371,0,2,6,4.91,1300,,,,
10637,16,0,5,9,2.83,1200,,,,
15929,65,0,7,1,12.75,1200,,,,
17326,-73,1,6,6,9.08,1200,,,,
19326,253,0,6,5,27,1200,,,,
26035,-141,0,2,5,6,1100,,,,
3061,-19,0,2,1,0.75,1200,,,,
20831,37,0,7,6,15.66,1200,,,,
9777,255,0,3,9,9.66,1200,,,,
6429,180,0,2,3,8.83,1200,,,,
5625,436,0,6,5,1.41,1200,,,,
706,93,0,5,9,18.66,1200,,,,
15633,-83,0,4,2,15.41,1300,,,,
8202,202,0,2,6,0.58,1200,,,,
6728,17,0,7,1,1.5,1100,,,,
6555,-81,1,2,6,0.5,1200,,,,
10963,-14,0,3,4,0.83,1300,,,,
29144,57,0,4,5,7.33,1200,,,,
31121,-122,0,4,9,19.25,1200,,,,
24374,-12,0,4,4,1.41,1200,,,,
30757,326,0,3,6,8.33,1100,,,,
25399,-107,0,3,8,2.75,1200,,,,
23817,-152,0,5,4,34.33,1100,,,,
2860,-56,0,2,9,2.83,1200,,,,
11308,-44,0,3,4,5.41,1100,,,,
27746,583,0,5,9,27.41,1200,,,,
16821,-18,0,5,1,14.5,1200,,,,
27582,-42,0,4,6,1,1200,,,,
6100,-38,1,7,1,5.33,1200,,,,
3438,-63,0,5,6,14.58,1200,,,,
28262,870,0,7,7,32.33,1200,,,,
14821,332,0,4,5,1.41,1100,,,,
30505,160,0,4,9,5.33,1200,,,,
10907,-57,0,2,5,3.41,1200,,,,
6974,-9,0,4,6,7,1200,,,,
31464,104,0,2,6,4.58,1200,,,,
15242,-34,0,2,5,5.75,1200,,,,
846,-75,1,3,8,10.58,1200,,,,
16282,-20,0,2,6,1.91,1200,,,,
19954,-38,0,4,8,7.25,1200,,,,
24646,-71,0,4,6,30.16,1100,,,,
19667,-100,0,5,7,3.58,1200,,,,
4361,-89,0,6,6,7.58,1300,,,,
19267,313,0,3,8,5.91,1200,,,,
14339,-19,0,7,1,7.75,1100,,,,
4661,-8,0,3,7,15.08,1200,,,,
12822,71,0,3,8,13.75,1200,,,,
28796,-134,1,2,7,4.33,1200,,,,
6192,-16,0,6,3,7.58,1200,,,,
21053,-147,0,4,6,3.75,1200,,,,
27600,468,0,3,9,17.66,1200,,,,
28659,2,0,4,9,1.25,1200,,,,
14912,663,1,4,9,15.83,1200,,,,
9772,137,0,7,1,29.25,1100,,,,
15915,-61,0,6,6,14.66,1100,,,,
8908,11,0,7,5,5.33,1200,,,,
1846,380,0,5,7,28.83,1200,,,,
929,62,0,3,5,13.83,1200,,,,
